no,district,landid,land,eligible,voters,turnout,cducsu1,cducsu2,spd1,spd2,dielinke1,dielinke2,greens1,greens2,pirates1,pirates2,afd1,afd2,area,population,popdensity,pop18_25,pop25_35,pop35_60,pop75_,abitur,localbusinesstax,unemployment,socialbenefits
222,München-Land,9,Bavaria,247787,192033,77.499222,52.16603396291263,46.60865580395036,20.19757020928694,19.5263314117886,2.080892346627923,2.801601808022579,11.08090796894284,9.873303026042398,1.7179339,1.8465576,3.9607775,4.84448,719,351,483,7,11,37,8,59,1803,3,19
223,Rosenheim,9,Bavaria,231069,162958,70.523521,57.66148332699223,53.73715926803225,12.41362805139975,14.70685698155353,2.412891665337081,2.876814884816946,9.28153266485843,8.364732016838694,2.2404547,1.7108703,4.0323272,4.7816,1476,314,211,8,11,37,8,36,431,3,24
224,Starnberg,9,Bavaria,245379,182283,74.286308,53.42407136156416,51.12983657280164,17.37847193649435,15.00139892365168,2.765480050251532,2.63107366018773,8.79456669025636,9.006325329295656,2.2004247,1.5382674,,5.5737505,2409,332,136,7,10,37,9,42,461,2,19
225,Traunstein,9,Bavaria,206868,141456,68.379837,61.92596991290578,56.80282207895034,17.36935866983373,14.75723900011311,2.910445650944463,2.964172604908947,8.464116050220563,8.719319081551861,2.1448367,1.4958715,,3.2497737,2373,275,115,8,11,36,10,37,493,3,22
226,Weilheim,9,Bavaria,252724,184167,72.87278,56.59863059071386,52.06415915989292,16.29988000021719,15.3892934130436,2.889225539863276,3.056465056171844,8.448310500795474,8.696997833488085,1.7033453,1.5784587,,5.2479544,2783,334,119,7,10,37,9,41,395,3,21
227,Deggendorf,9,Bavaria,155082,93941,60.57505,60.83073418422201,55.86591584079369,15.73221490084202,16.43371903641647,2.982723198603379,3.307395067116595,4.457052831032244,4.327184083626958,1.3795893,1.3625573,3.2360737,4.0312538,1845,196,106,8,11,38,9,36,338,3,27
228,Landshut,9,Bavaria,251273,171644,68.309769,57.50448602922328,53.63950968283191,16.04308918459136,15.82344853301018,2.866397893314069,3.006804781990632,8.205937871408263,6.657383887581273,1.9511315,1.5392324,,3.560276,2480,329,132,8,11,38,8,33,451,3,20
229,Passau,9,Bavaria,186392,117391,62.980709,59.14252370283923,53.4666200986447,19.46060600897854,18.40941809849137,3.205526829143631,3.747306011534104,5.073642783518328,5.873533746198601,1.8664123,1.5427077,3.0803044,3.8486767,1599,238,148,8,11,37,9,35,352,4,31
230,Rottal-Inn,9,Bavaria,163308,103874,63.606194,60.40780175982439,58.2446040395094,15.99919132795502,15.04322544621368,2.568496447619231,2.650326356932438,4.594990084140401,4.809673257985636,,1.3805187,3.0123034,3.5841501,2159,210,97,8,11,37,9,36,984,2,20
231,Straubing,9,Bavaria,173773,111537,64.185463,60.58886288854819,57.27875054914513,17.39333136089369,15.94986417063396,2.471825492885769,2.955969767879717,3.211490357459856,3.87674045384043,1.7169191,1.4587088,3.2832155,3.9224651,2244,221,98,8,11,38,9,36,383,3,29
232,Amberg,9,Bavaria,215146,151021,70.194656,57.7720979201568,53.02110302540706,20.69447295409248,19.22646519358235,3.250541315446196,3.345230133557585,4.876805212520114,5.957449626210924,2.5036254,1.9335059,,3.4915674,2650,276,104,8,11,37,9,36,336,3,24
233,Regensburg,9,Bavaria,248820,171954,69.107788,48.0640171208579,48.01051443990835,21.8320015818184,19.13418705002501,3.395675587657164,3.848122172208847,8.259185596147807,9.164660316131059,2.0080953,1.9505217,3.6224804,4.0708561,1472,323,218,8,13,37,8,45,560,3,34
234,Schwandorf,9,Bavaria,216389,141364,65.328644,57.18570498854022,54.08236891995133,24.5578789507937,19.14631730850853,2.702243852748932,3.186808522679041,3.194589853145072,4.192722333833225,,1.5230186,,3.236326,2985,271,90,8,11,37,9,35,414,3,20
235,Weiden,9,Bavaria,170403,118903,69.777527,54.60753723623458,52.24931246478221,21.76648192223914,22.27361799113563,2.621464555141586,3.348948302397753,3.810669200945308,4.265661926107836,1.5188851,1.4785161,2.4011168,3.568455,2582,212,82,8,11,37,10,34,320,4,40
236,Bamberg,9,Bavaria,179923,126869,70.512939,51.80382914660003,48.51145669943012,22.69585162648086,19.64546106613909,3.440556794804089,4.053787765332745,8.105210886820263,8.88081406805445,2.3843491,2.2897635,3.327842,4.1073866,1003,228,227,9,12,37,8,51,402,3,29
237,Bayreuth,9,Bavaria,164828,115659,70.16951,55.27974476694421,49.14965545266689,25.37113410975367,23.06435296864057,2.806526080979431,3.270821985318912,6.21568576591532,6.74655668819547,2.302458,1.8952265,3.0857954,3.834548,1648,206,125,9,11,36,9,44,380,4,37
238,Coburg,9,Bavaria,160103,111378,69.566467,49.65881951552371,46.29908958681248,32.12932536048412,27.57097451920487,3.304961482518989,3.963978523586346,3.837382606978039,5.66449388568658,1.5415971,1.6026504,2.8219218,4.246799,1290,197,153,7,10,37,10,43,612,4,37
239,Hof,9,Bavaria,174569,118838,68.075089,54.60206331308167,46.46577694003602,28.38401857991552,26.42757367172117,4.429559568488195,4.728285565223246,5.426715360406604,5.313956815160134,,1.8992242,3.5072956,4.29913,1557,219,141,7,9,36,12,41,335,5,55
240,Kulmbach,9,Bavaria,172449,122307,70.923576,56.33610504713549,51.81878387990876,22.55553647787944,21.28251040414694,2.95649472229717,3.590963722436165,3.961343177414212,5.2294635630013,1.8085637,1.8935956,3.1306467,3.9245505,1733,212,122,8,10,38,9,29,308,3,28
241,Ansbach,9,Bavaria,243643,166555,68.360268,52.78856834078833,47.21563447509832,23.01401939299331,22.02875926871004,3.72369487556663,3.823361652307046,5.802887934916394,8.268139653567891,2.3643842,1.9669179,,3.5723934,3042,312,102,8,11,36,9,37,377,3,26
242,Erlangen,9,Bavaria,179506,135186,75.31002,48.19359992898673,41.38002455875608,26.16912993949078,24.14303256254346,4.150577722545234,4.319973961800779,8.861864394242007,11.38801355169914,2.3789446,2.449218,3.2495968,4.1350436,641,239,371,8,13,36,8,56,569,3,26
243,Fürth,9,Bavaria,253603,178211,70.271645,48.81685193394348,42.4188181425389,26.89845183518413,24.96198326702617,4.221961607308191,4.946944913613638,8.189730151337461,9.048824146657614,2.6889474,2.3275781,3.1356089,4.3903012,1638,330,201,8,11,37,9,43,309,4,41
244,Nürnberg-Nord,9,Bavaria,193031,132674,68.731964,39.06492605936355,34.48151107225229,31.40479671977931,26.61410675791791,6.104436438186834,7.017953781449267,10.0517056846104,13.14801694378703,3.0563638,3.1814823,3.3292129,4.4515128,85,285,3307,8,14,35,9,42,663,7,88
245,Nürnberg-Süd,9,Bavaria,185799,121814,65.562248,43.93501567964274,40.12757154350074,31.96841085589505,28.20940121825078,4.956737320833401,5.703777890882821,6.702842037861001,7.967064541021557,2.5087428,2.4102321,3.6925149,4.7096391,141,267,1881,8,14,35,9,43,643,7,82
246,Roth,9,Bavaria,226102,168765,74.64109,50.13954315171985,45.14028382662282,27.37534441382988,24.35753858916244,3.593162089295766,3.788700263680266,6.602079815127544,8.441916274108968,2.4513376,1.9269398,,3.8710632,1695,290,171,7,10,38,9,39,391,2,20
247,Aschaffenburg,9,Bavaria,184171,131310,71.297867,51.47437361967862,47.01926738252989,24.60437133500876,21.63430051024294,2.772827659736501,3.572462112558069,7.83184829792095,8.479932983017287,2.5237987,1.9381616,,4.0080724,761,241,316,8,11,37,9,40,463,3,36
248,Bad Kissingen,9,Bavaria,217994,155355,71.265724,57.23085835666699,53.27153937755463,19.67365067104374,17.97882269640501,4.460751182774935,4.471050175404718,7.805992726336456,6.35576582665508,2.2928133,1.9181874,,3.210711,3115,270,86,8,10,37,10,37,284,3,25
249,Main-Spessart,9,Bavaria,197762,143137,72.378418,51.00078945346067,48.87136100379357,22.92349287745307,21.29847628495777,3.092142492856494,3.380677253260862,6.154942467705764,6.966752132572291,1.9715377,1.8653458,3.2500331,3.9004591,2037,254,125,8,10,37,9,35,395,2,23
250,Schweinfurt,9,Bavaria,200150,141275,70.584564,54.18368430366307,50.44346133427712,22.78534772606618,20.43673686073261,5.318704654043533,4.912404884091312,5.699522208458681,7.009732790656521,2.119271,1.7646434,,3.3020704,1561,254,163,8,11,36,10,41,455,3,35
251,Würzburg,9,Bavaria,226597,166593,73.519508,48.48703126782038,44.53188309232681,25.29277940849856,22.34487643538444,3.225825815010234,3.983960910722539,9.876765530364422,11.59172354180548,2.4814968,2.4094651,2.8998818,3.8344948,1056,292,278,10,14,36,9,48,431,3,33
252,Augsburg-Stadt,9,Bavaria,208231,133378,64.052902,43.95177615498808,43.25975798107634,24.85042510758896,21.98863380767443,4.804390529172728,5.5413936331329,10.92234101575972,10.45149874791945,2.6301188,2.5671401,4.7241673,5.3502078,165,296,1780,9,14,35,9,47,409,5,61
253,Augsburg-Land,9,Bavaria,244203,176239,72.16906,60.05537934282423,53.32134204120541,17.52109351505626,17.09383280658651,2.937488297141949,3.195093027082542,6.846952150205119,7.189101163760575,2.0143101,1.7527335,4.4893584,5.1293983,1567,320,203,8,10,38,8,28,354,2,19
254,Donau-Ries,9,Bavaria,189974,131055,68.985756,59.9168288123307,54.98836366411049,17.44153218114532,16.4938384647667,4.423333714852543,3.250543664873526,6.221052229979779,5.931097630765709,,1.4787685,,4.1455879,2332,246,105,8,11,37,8,34,421,2,17
255,Neu-Ulm,9,Bavaria,237651,161614,68.004761,56.9016298092987,52.34571262390635,18.20386847674088,17.95822144121178,3.431633398096699,3.686561807764179,7.73757224002871,6.445604959966339,1.9088693,1.8500873,4.6536808,5.5601621,1684,320,189,8,11,37,8,38,405,3,25
256,Oberallgäu,9,Bavaria,224278,155635,69.393791,60.07260577633565,51.98188068236579,17.16965978089761,15.91929835833842,3.553185337488354,3.581456613229672,8.359944742506507,9.2067979567578,1.9738491,1.561988,,4.3017316,1914,293,152,8,10,35,9,36,348,3,24
257,Ostallgäu,9,Bavaria,244541,167668,68.564369,59.24386287186583,54.66994298256077,14.91578595796455,14.89312212228929,2.821647541570246,3.143116158122003,5.987427535367512,7.028771142973018,1.9443185,1.7319942,4.0806832,4.7659659,2329,320,136,8,11,36,9,35,420,3,20
258,Stuttgart I,8,Baden-Wrttemberg,191191,152546,79.787231,41.60384408637395,37.23073695803233,16.42127620521023,20.82388263212408,3.817864775215345,6.183052980740236,27.2193305625844,17.39409751812568,2.173115,2.8437324,2.7211463,4.1174464,114,300,2615,8,16,36,8,41,1217,5,61
259,Stuttgart II,8,Baden-Wrttemberg,183064,134355,73.392365,43.3344497785717,38.94384280451044,25.81965687916341,22.67797997841539,4.9369208440326,6.625730341260095,13.77321275724759,13.65114807785345,2.2805254,2.5752671,3.3471029,4.5007629,93,317,3376,8,16,36,8,41,1217,5,61
260,Böblingen,8,Baden-Wrttemberg,247128,191149,77.348175,53.57495984807663,46.42137808725131,23.3723430412924,19.77933444590346,3.986942123683618,4.307634358537057,9.28594970415749,10.26058205902202,2.3447678,2.1621876,,5.056788,585,360,611,7,12,37,8,31,1041,3,33
261,Esslingen,8,Baden-Wrttemberg,166975,129700,77.6763,50.75173477255205,44.40863531225906,24.96453353893601,21.74633770239013,3.69159599074788,4.519660755589823,10.97609868928296,11.93754818812645,2.2636855,2.2135699,2.9845798,4.4988437,208,245,1168,7,12,36,9,30,505,3,37
262,Nürtingen,8,Baden-Wrttemberg,205756,160053,77.787766,50.42704604099892,45.51242400954683,24.99984380174067,19.68035588211405,3.252047759179772,4.081772912722661,9.799878790150762,11.51805964274334,2.0230799,2.2505045,3.1583288,4.7478023,465,289,619,8,11,37,8,30,398,3,37
263,Göppingen,8,Baden-Wrttemberg,179130,132632,74.042313,48.32544182399421,45.28168164545509,23.86000361903613,21.43901924120876,3.551179202605706,4.198835876711502,10.56306170456602,10.00889679715302,1.9278907,1.9821763,5.1955786,6.2270041,642,252,392,8,11,36,9,25,339,4,41
264,Waiblingen,8,Baden-Wrttemberg,221739,171509,77.347244,50.77401185943595,45.16439370528661,22.68568996379199,19.87417569923444,3.621384300532334,4.467987102717641,10.40062037560711,10.20995982718108,2.1800606,2.0891032,3.7916377,5.3408275,513,315,612,7,11,37,9,27,428,3,39
265,Ludwigsburg,8,Baden-Wrttemberg,209968,162815,77.54277,49.70979332371096,43.59672020391241,20.8684703497835,21.09019439240856,4.75324755090133,4.664189417436968,13.30712772164727,11.57264379817584,2.6711297,2.19083,,5.065258,339,310,905,7,12,36,8,30,615,3,36
266,Neckar-Zaber,8,Baden-Wrttemberg,226751,177134,78.118286,52.32931001388778,44.8090146442806,25.94758770196574,20.80289498345885,4.345297910056793,4.104802014294264,9.300303724863662,10.47286235279506,,2.150914,,5.4777737,642,316,490,8,11,37,8,28,614,3,34
267,Heilbronn,8,Baden-Wrttemberg,241656,173772,71.908829,50.51274083281542,45.1994567594319,26.60440116934834,21.82917846373409,4.34707547821283,4.683148033054808,7.349285270354257,8.437492806666206,2.6465714,2.1804433,,5.3351517,904,353,388,8,12,37,8,25,707,4,42
268,Schwäbisch Hall - Hohenlohe,8,Baden-Wrttemberg,224384,158389,70.588364,51.4095044479099,45.98488531400539,22.55712202236266,19.71727834634981,4.183371319978029,4.757274810750746,9.829596752299716,9.875054454539141,2.6681147,2.1283045,,4.9239531,2260,298,131,8,11,37,8,23,554,3,28
269,Backnang - Schwäbisch Gmünd,8,Baden-Wrttemberg,175434,130255,74.247292,54.31499750489424,47.78012360370044,24.31614909216537,20.11285555256996,3.899274500019193,4.187171317799701,8.014279682161913,8.949368546313002,2.9603469,2.1196883,,5.579824,838,241,287,8,10,37,9,27,397,3,34
270,Aalen - Heidenheim,8,Baden-Wrttemberg,222959,162969,73.093704,56.6322429419092,48.72644490670005,24.2156483748443,22.00479845860256,4.865342488448723,4.591670808558683,7.610036264565653,8.303419668771362,3.0275698,1.9132473,,4.451767,1644,301,183,8,11,36,10,26,610,4,35
271,Karlsruhe-Stadt,8,Baden-Wrttemberg,205735,150050,72.933632,38.95501499500167,37.18160613128957,29.23425524825058,22.51582805731423,4.834388537154282,5.953348883705432,13.55348217260913,14.83705431522826,3.4315228,4.0046649,3.9873376,5.5541487,173,300,1715,10,15,35,9,42,751,5,62
272,Karlsruhe-Land,8,Baden-Wrttemberg,209733,159992,76.283653,52.40762038101905,46.13043152157608,25.46064803240162,20.88604430221511,3.68518425921296,4.038326916345817,7.686634331716586,9.484849242462124,2.7338867,2.3507426,,5.9209208,718,281,389,7,10,37,9,27,396,3,28
273,Rastatt,8,Baden-Wrttemberg,207555,148159,71.383003,52.54490108599546,48.42905257189911,22.59869464561721,20.27753967021916,3.424024190228066,4.086825640021869,8.25667019890793,8.924871253180704,2.0639987,1.9614064,4.7388277,5.6675596,879,282,320,7,10,37,10,27,452,3,35
274,Heidelberg,8,Baden-Wrttemberg,215943,168177,77.880272,40.46986210956314,37.0627374730195,30.23600135571451,23.13931155865546,4.098063349922998,5.597079267676317,12.12532034701535,14.62804069521992,2.0395179,2.7239158,4.8419223,6.0763364,305,311,1015,9,14,36,8,41,499,4,43
275,Mannheim,8,Baden-Wrttemberg,198525,137796,69.409897,39.05701181456646,34.54236697727075,31.73967314000407,27.11762315306685,6.49583442189904,7.421840982321692,12.00615402479027,10.91976545037592,3.3426225,3.1111207,,5.9130888,145,318,2172,9,14,36,9,33,868,5,85
276,Odenwald - Tauber,8,Baden-Wrttemberg,213424,155585,72.899483,58.24726034000707,51.10775460359289,21.01487932641321,19.45496031108397,3.315229617251021,4.100009641032234,5.796831314072693,7.059806536619854,1.9076389,1.9597005,4.0363789,5.1380277,2430,278,114,8,10,37,10,24,378,3,28
277,Rhein-Neckar,8,Baden-Wrttemberg,197424,147782,74.855133,48.90379071876142,43.22312595579976,25.52678946015076,21.9620792789379,3.940940033292282,4.708963202555115,8.14104559418603,9.413866370735272,2.6160154,2.6451123,4.516788,5.9452438,724,269,370,8,11,38,8,28,735,4,40
278,Bruchsal - Schwetzingen,8,Baden-Wrttemberg,195953,145107,74.051941,50.95825838863735,45.93575775117672,24.29379699118581,21.26775414004838,3.683488735898337,4.380905125183485,6.669561082511525,8.060258981303452,2.340342,2.4506054,4.3257732,5.9955759,506,264,520,7,11,38,8,27,351,3,33
279,Pforzheim,8,Baden-Wrttemberg,219976,159491,72.503822,48.74068129236132,44.51473750869955,22.60879924259049,19.9309051921425,4.034710422531679,4.544457054003048,7.861885623640205,8.828711337943835,2.1675205,2.1349168,5.0441718,7.134572,671,316,468,8,11,36,9,29,479,4,46
280,Calw,8,Baden-Wrttemberg,197679,145151,73.427628,57.53594532590199,50.47364468725672,19.90478880613981,17.41979042514347,4.198386507843556,4.097801599713402,6.914179027357717,7.541112358853883,2.0929928,1.8201735,,6.2093959,1668,275,165,8,10,37,9,21,340,3,27
281,Freiburg,8,Baden-Wrttemberg,219472,168260,76.665817,34.53346012124094,35.0689409247593,29.71829311779389,21.86556519671936,4.803874955426126,7.788541542850351,20.65969333174849,19.63865446333056,2.2756448,2.9555449,2.5002971,3.7941282,452,315,693,10,15,36,7,44,529,5,57
282,Lörrach - Müllheim,8,Baden-Wrttemberg,229316,164341,71.665733,49.41250205365672,43.13470162649612,24.28000316415259,21.49676587096343,3.836535009522883,4.780304367139059,11.84610048618421,12.53065272816887,2.2800152,2.1869161,3.5408084,5.0303941,1155,315,270,8,10,37,9,30,383,3,36
283,Emmendingen - Lahr,8,Baden-Wrttemberg,215623,153869,71.360199,51.21044524888055,45.02011451299482,25.84796157770571,20.88204901572117,4.550624232301503,4.559722881152149,11.2875238027153,11.88868453034724,,2.3831961,,4.4342914,1194,285,237,8,11,37,9,23,374,3,32
284,Offenburg,8,Baden-Wrttemberg,205119,145259,70.81694,55.13117947941264,47.4827721518116,19.86933683971389,18.89590317983739,4.187692328874631,4.655133244755919,9.71437225920597,10.54048286164713,1.9523747,2.0845525,3.829711,5.3304787,1104,272,246,8,11,37,9,27,511,3,37
285,Rottweil - Tuttlingen,8,Baden-Wrttemberg,199241,143449,71.997734,56.82646794331087,50.88777196076655,17.45846956061039,17.2583984552001,3.687721768712225,3.904523558895496,7.351741733996055,7.239506723643943,,1.7999429,4.9578595,5.7260771,1503,272,181,8,11,36,9,24,620,3,28
286,Schwarzwald-Baar,8,Baden-Wrttemberg,166191,119181,71.713272,55.80167979795437,48.5916379288645,18.63635982245492,18.80668898566046,3.477064297161461,4.077831197925843,7.538114296741931,8.90494290197263,,1.8962754,3.8621929,5.6191845,1266,227,179,8,11,35,10,25,454,3,35
287,Konstanz,8,Baden-Wrttemberg,202393,147557,72.906181,51.18293269719499,43.07691265070447,18.9458988729779,19.99498498885177,4.052671171140644,4.943852206266053,13.09460073056514,12.50093184328768,2.1672981,2.1618764,3.965925,5.4399319,818,282,343,9,11,36,9,28,384,4,39
288,Waldshut,8,Baden-Wrttemberg,177313,128808,72.644417,50.46969132352028,48.60722936463574,27.45093472455127,18.73330849015589,4.357648593255077,4.255946835600273,9.912427799515559,10.85879759021179,,1.8127756,,4.6417923,1861,244,131,8,10,36,9,27,351,3,29
289,Reutlingen,8,Baden-Wrttemberg,199091,150014,75.349464,51.24188409081819,45.59174477048808,19.90414228005386,19.03688989027691,3.976962150199315,4.725558947831536,12.26485528017385,10.79565907181996,,2.1777968,4.2895994,5.4961538,1092,281,257,8,11,37,9,31,438,3,38
290,Tübingen,8,Baden-Wrttemberg,193188,149768,77.524483,46.30762245606538,41.32324662144116,20.13781315100689,20.30941189039047,6.402569307195129,6.55680786282784,16.34327760269216,14.67469686448374,2.9392126,2.6567757,3.3925805,4.5503712,789,271,343,10,13,37,7,36,312,3,31
291,Ulm,8,Baden-Wrttemberg,220702,167199,75.757813,51.42614489321108,48.06846930902697,23.51748515242316,19.99533490032835,3.595715285378501,4.238661714483938,9.59395690165611,10.18128098852266,2.5837476,2.4372156,3.5819592,4.6884251,1477,314,212,9,13,36,8,31,652,3,30
292,Biberach,8,Baden-Wrttemberg,163772,121718,74.321617,57.95363052301221,55.51109942654332,19.54189191409652,14.63546887066827,3.296965116088007,3.34790252879607,8.83517639133078,8.944445357301303,2.8023794,2.0563927,,4.1670089,1748,218,124,8,11,37,8,22,642,2,20
293,Bodensee,8,Baden-Wrttemberg,171016,128696,75.253777,53.09644433393424,48.1452414993473,20.28423571828184,17.96870143594206,4.467116305091067,4.373873313855908,11.05240256107416,11.62040778268167,2.1950953,2.0156026,,4.420495,860,232,268,8,11,36,9,27,507,3,23
294,Ravensburg,8,Baden-Wrttemberg,185006,135877,73.444649,51.01084068679762,49.49402768680498,19.80394032838523,17.12283903824783,3.255885837926949,4.246487632196766,13.46659110813456,12.19558865738867,2.0319848,2.0879178,2.7039161,3.8269906,1293,251,193,8,11,37,8,23,443,2,28
295,Zollernalb - Sigmaringen,8,Baden-Wrttemberg,184370,132905,72.086021,59.41537188217148,52.04920808096009,17.82024754523908,16.88950754298183,4.10819758474098,4.032203453594673,8.127609946954593,8.282607877807456,,2.0661376,,4.6356421,1656,246,149,8,10,37,9,24,413,4,33
296,Saarbrücken,10,Saarland,204905,142400,69.495621,36.04213483146068,32.66362359550562,35.31320224719101,30.42766853932584,10.67556179775281,11.42415730337079,5.212078651685393,7.661516853932585,2.7415731,2.886236,3.9929776,4.6172752,325,270,832,8,12,36,10,36,527,9,108
297,Saarlouis,10,Saarland,211529,154287,72.938934,43.22723236565621,38.92226824035725,33.89981009417514,29.83854764173262,7.088089080739142,8.722705088568707,3.614692099788058,5.10282784680498,2.3670173,2.4234056,4.15978,4.9550514,891,270,303,7,10,37,10,31,549,5,52
298,St. Wendel,10,Saarland,181521,138097,76.077698,44.07409284778091,39.76263061471285,32.49020615943866,29.58862248998892,7.42014670847303,8.790198194023041,2.746620129329384,4.408495477816317,2.1977305,2.4555204,4.6090794,5.2767258,801,220,275,7,10,38,10,31,236,5,60
299,Homburg,10,Saarland,198117,142644,71.999878,38.73278932166792,35.67763102549003,36.64086817531758,31.10190404082892,8.827570735537423,9.940831720927624,3.47298168867951,4.99635456100502,2.3057401,2.4207118,4.516839,5.4569416,550,249,455,8,10,37,11,33,444,6,65
